,도로명,열선,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,도로폭,도로규모,행정구역,고도의_차이,경사각,최근접_시설들_거리,최근접_시설의_평균거리,2019_평균_온도,2020_평균_온도,2021_평균_온도,2022_평균_온도,2023_평균_온도,2024_평균_온도,종합_평균_기온,행정동,생활인구,최근접_시설들_최소거리,최근접_시설들_최대거리,점수
4444,자양로43길,0,주거지 도로,37.551606,127.0907819,37.5526002,127.0903194,37.5521031,127.0905506,117.8290358,6m미만,소로,광진구,2.085472106933601,1.013981344261274,"77.18026266897492 ,110.91571448654781 ,137.04904155563742 ,157.50999500972193 ,162.00493602523676",128.93198994922378,5.449013528000012,2.1093801200000164,-1.9318588599999884,-3.416646747999971,-3.739307835999989,-1.6606959399999728,-0.531686,구의2동,457624.6836290909,77.18026266897492,162.00493602523676,0.4342255
1066,긴고랑로,0,주거지 도로,37.5601059,127.0948625,37.5597814,127.0945845,37.55994365,127.0947235,43.61702999,폭6-8m,소로3류,광진구,2.3544921875,3.089890595934356,"192.77226228929794 ,251.57471465344693 ,294.3336710990191 ,420.326699689302 ,402.37902738934605",312.2772750240824,4.413353468000025,2.726332730000024,-3.56909043999998,-4.694986227999971,-5.078488071999987,-2.767564749999972,-1.495074,중곡4동,571703.5397563636,192.7722622892979,420.326699689302,0.43270564
6937,긴고랑로41길,0,주거지 도로,37.5591859,127.0926917,37.5594283,127.092805,37.5593071,127.0927483,28.74443081,6m미만,소로,광진구,9.951461791992188,19.096127372820952,"70.23899969056164 ,107.4230341472081 ,217.6953608362136 ,218.33646793420004 ,273.9862024531598",177.53601301226865,4.726444100000014,1.9743683300000328,-3.093302055999982,-5.432594943999982,-4.986885135999978,-2.8769413899999847,-1.614819,중곡4동,571703.5397563636,70.23899969056164,273.9862024531598,0.43191046
4387,용마산로34길,0,주거지 도로,37.5700571,127.0880373,37.5700831,127.0884177,37.5700701,127.0882275,33.6506498,6m미만,소로,광진구,6.886466979980469,11.565669693032357,"223.15320121782935 ,295.2962188515033 ,329.9011046016189 ,295.35556005912713 ,340.4381947096667",296.8288558879491,3.748890380000023,0.4556281100000111,-5.252807091999989,-5.746369179999976,-5.430544131999966,-3.986658549999987,-2.701977,중곡4동,571703.5397563636,223.15320121782932,340.4381947096667,0.42394292
1182,용마산로36길,0,주거지 도로,37.5708323,127.0861562,37.570813,127.0868313,37.57082265,127.0864938,59.53744868,6m미만,소로,광진구,8.69111251831054,8.305229993476203,"125.67852014500002 ,129.36086945608463 ,158.6195993211155 ,248.5660904540858 ,218.4403838618222",176.13309264762162,3.9382486880000327,0.5399392700000192,-4.774284291999981,-5.950083171999983,-8.902056144999989,-3.9074744199999714,-3.175952,중곡4동,571703.5397563636,125.67852014500002,248.5660904540858,0.4219552
5409,영화사로16가길,0,주거지 도로,37.5544052,127.095984,37.5538121,127.0954717,37.55410865,127.0957279,81.34929787,6m미만,소로,광진구,3.462310791015632,2.4803086326777803,"127.64630131301344 ,161.2619674424202 ,175.79763866799388 ,256.23929183422194 ,302.4016668751842",204.66937322656676,4.038054872000009,0.7717949600000225,-3.858938535999988,-4.807780887999991,-5.599394319999976,-2.9737852899999666,-2.071675,구의2동,457624.6836290909,127.64630131301344,302.4016668751842,0.41832834
5426,영화사로16가길,0,주거지 도로,37.5538121,127.0954717,37.5544052,127.095984,37.55410865,127.0957279,81.34929787,6m미만,소로,광진구,3.462310791015632,2.4803086326777803,"127.64630131301344 ,161.2619674424202 ,175.79763866799388 ,256.23929183422194 ,302.4016668751842",204.66937322656676,4.038054872000009,0.7717949600000225,-3.858938535999988,-4.807780887999991,-5.599394319999976,-2.9737852899999666,-2.071675,구의2동,457624.6836290909,127.64630131301344,302.4016668751842,0.41832834
3156,자양번영로1길,0,주거지 도로,37.5308071,127.072148,37.5303655,127.0719518,37.5305863,127.0720499,52.0625161,6m미만,소로,광진구,4.30296325683593,4.724760000574076,"52.37894606187258 ,80.72576163072841 ,222.47903618646768 ,227.51227392595914 ,294.2009839614923",175.45940035330403,5.696478176000016,2.14299065000003,-1.959886623999978,-0.6569373999999811,-6.291543369999957,-2.633692299999988,-0.617098,자양3동,619954.473070909,52.37894606187258,294.2009839614923,0.41407827
5424,영화사로16길,0,주거지 도로,37.5536311,127.0955898,37.5533517,127.0952941,37.5534914,127.0954419,40.5549839,6m미만,소로,광진구,8.399909973144524,11.70188087398452,"99.50754789818437 ,114.03546768032508 ,210.3927430131661 ,209.49696352139188 ,270.12625833157813",180.71179608892916,4.715506436000021,1.2263916200000249,-3.089200431999984,-4.742838507999977,-5.014229295999985,-2.613753849999976,-1.586354,구의2동,457624.6836290909,99.50754789818436,270.12625833157813,0.39754763
4115,천호대로122길,0,주거지 도로,37.5520369,127.0872436,37.5525561,127.0875743,37.5522965,127.0874089,64.67559458,6m미만,소로,광진구,3.4007816314697195,3.0099673316294853,"148.9998392454743 ,148.9998392454743 ,138.4287372312253 ,152.3900766596202 ,215.65880413894013",160.89545930414687,5.038167524000028,1.4901488300000283,-3.0529694199999766,-4.584242379999978,-4.357285851999961,-2.5641925599999715,-1.338396,능동,371402.6744345455,138.4287372312253,215.65880413894013,0.39520997
4619,천호대로122길,0,주거지 도로,37.5525561,127.0875743,37.5520369,127.0872436,37.5522965,127.0874089,64.67559458,6m미만,소로,광진구,3.4007816314697195,3.0099673316294853,"148.9998392454743 ,148.9998392454743 ,138.4287372312253 ,152.3900766596202 ,215.65880413894013",160.89545930414687,5.038167524000028,1.4901488300000283,-3.0529694199999766,-4.584242379999978,-4.357285851999961,-2.5641925599999715,-1.338396,능동,371402.6744345455,138.4287372312253,215.65880413894013,0.39520997
6682,용마산로21길,0,주거지 도로,37.5610564,127.0844998,37.5620507,127.0850268,37.56155355,127.0847633,119.9232401,폭6-8m,소로3류,광진구,4.663539886474609,2.226982533148968,"62.840748920044 ,85.08334800502156 ,85.82802068041471 ,138.3028934100141 ,115.85504709393348",97.58201162188556,4.317648908000047,2.8693199000000127,-4.464611679999973,-5.375855811999986,-4.323105651999981,-3.408443499999971,-1.730841,중곡2동,427294.9378436364,62.840748920044,138.3028934100141,0.3916967
6680,용마산로21길,0,주거지 도로,37.5620507,127.0850268,37.5610564,127.0844998,37.56155355,127.0847633,119.9232401,폭6-8m,소로3류,광진구,4.663539886474609,2.226982533148968,"62.840748920044 ,85.08334800502156 ,85.82802068041471 ,138.3028934100141 ,115.85504709393348",97.58201162188556,4.317648908000047,2.8693199000000127,-4.464611679999973,-5.375855811999986,-4.323105651999981,-3.408443499999971,-1.730841,중곡2동,427294.9378436364,62.840748920044,138.3028934100141,0.3916967
5396,영화사로16길,0,주거지 도로,37.5544374,127.0952197,37.5545836,127.0947324,37.5545105,127.094976,45.92997185,6m미만,소로,광진구,8.30644607543946,10.251166786815952,"101.68347857626263 ,230.0301991114684 ,227.31395778619716 ,250.74298422259355 ,247.25491845512954",211.40510763033024,4.39352895200002,1.058338970000013,-3.286761987999989,-5.024483355999996,-5.067550407999983,-2.531151699999981,-1.743013,구의2동,457624.6836290909,101.68347857626264,250.74298422259355,0.3872903
4391,용마산로30길,0,주거지 도로,37.5685432,127.0889034,37.5686765,127.0880768,37.56860985,127.0884901,74.37186044,6m미만,소로,광진구,9.203292846679688,7.0567883798006426,"166.96163841945133 ,210.35841078165018 ,203.42157196346767 ,228.24622729440688 ,316.3241863110895",225.0624069540131,4.091375984000012,1.1882237300000231,-4.676528919999976,-5.189231919999964,-4.969795035999988,-3.7092292599999817,-2.210864,중곡4동,571703.5397563636,166.96163841945133,316.3241863110895,0.383616
5133,능동로38길,0,주거지 도로,37.5578492,127.0798793,37.5574116,127.0810666,37.5576304,127.080473,115.4176381,6m미만,소로,광진구,0.4507713317871094,0.2237716913905693,"132.55855768544865 ,214.02719554356264 ,236.47012571606083 ,233.28933958819306 ,312.4668491509882",225.76241353685063,2.882764112000018,0.5957669300000248,-4.646450343999999,-3.809035443999971,-8.301339129999988,-3.2181737199999767,-2.749411,중곡2동,427294.9378436364,132.55855768544865,312.4668491509882,0.37940857
5286,자양로44길,0,주거지 도로,37.5497197,127.0950044,37.5498217,127.0956696,37.5497707,127.095337,59.72953505,6m미만,소로,광진구,10.85561752319336,10.300869772336345,"94.25555559250947 ,202.0140955905183 ,227.78418746378975 ,227.88248157561762 ,242.90230828318897",198.96772570112483,4.373704436000014,1.1529041900000152,-2.731675539999981,-3.936869391999994,-5.420973675999994,-1.0509862771428442,-1.268983,구의2동,457624.6836290909,94.25555559250948,242.90230828318897,0.37940094
6537,답십리로84길,0,주거지 도로,37.5703523,127.0838927,37.5712548,127.0840265,37.57080355,127.0839596,101.0440219,폭6-8m,소로3류,광진구,0.8971576690673793,0.5087096587383052,"19.17694699564866 ,44.07678311865985 ,79.09238286731414 ,176.63660072824413 ,198.21508150244952",103.43955904246324,4.584938072000023,1.0412488700000135,-4.032573951999984,-5.284252875999971,-8.334664824999983,-3.4671195099999843,-2.582071,중곡3동,353811.96346909093,19.17694699564866,198.21508150244952,0.37791553
1183,답십리로84길,0,주거지 도로,37.5712548,127.0840265,37.5703523,127.0838927,37.57080355,127.0839596,101.0440219,폭6-8m,소로3류,광진구,0.8605537414550781,0.487955389269896,"19.17694699564866 ,44.07678311865985 ,79.09238286731414 ,176.63660072824413 ,198.21508150244952",103.43955904246324,4.584938072000023,1.0412488700000135,-4.032573951999984,-5.284252875999971,-8.334664824999983,-3.4671195099999843,-2.582071,중곡3동,353811.96346909093,19.17694699564866,198.21508150244952,0.37706083
5144,용마산로34길,0,주거지 도로,37.570074,127.0868288,37.5700825,127.0861457,37.57007825,127.0864873,60.21184433,6m미만,소로,광진구,8.6669921875,8.19099939687635,"204.2639937276287 ,202.97761480872182 ,185.43208207160924 ,236.31755828544422 ,220.5612666855276",209.91050311578636,3.859634228000027,0.4180298900000139,-4.787956371999973,-5.916586575999975,-5.305444599999976,-4.07267871999998,-2.634167,중곡4동,571703.5397563636,185.43208207160924,236.31755828544425,0.3732254
6667,용마산로27길,0,주거지 도로,37.5660403,127.0851744,37.5678699,127.0861846,37.5669551,127.0856795,222.0730033,6m미만,소로,광진구,4.992012023925788,1.2877452811156147,"27.63927698610012 ,88.93826281192852 ,117.51774846471564 ,111.59541264731624 ,169.29268606894342",102.9966773958008,4.496753156,2.326994060000023,-2.8055047719999777,-4.844011899999975,-4.459826451999982,-3.117342129999969,-1.40049,중곡3동,353811.96346909093,27.63927698610012,169.29268606894342,0.37152317
6668,용마산로27길,0,주거지 도로,37.5678699,127.0861846,37.5660403,127.0851744,37.5669551,127.0856795,222.0730033,6m미만,소로,광진구,4.992012023925788,1.2877452811156147,"27.63927698610012 ,88.93826281192852 ,117.51774846471564 ,111.59541264731624 ,169.29268606894342",102.9966773958008,4.496753156,2.326994060000023,-2.8055047719999777,-4.844011899999975,-4.459826451999982,-3.117342129999969,-1.40049,중곡3동,353811.96346909093,27.63927698610012,169.29268606894342,0.37152317
5417,영화사로16나길,0,주거지 도로,37.5537549,127.0970355,37.5532916,127.0965768,37.55352325,127.0968062,65.49082069,6m미만,소로,광진구,2.483917236328118,2.172059998294624,"97.6903860825477 ,99.87662431049642 ,197.87976141887387 ,217.2232082159527 ,346.2370897457242",191.78141395471897,3.758460836000006,0.5832341900000225,-3.930716955999992,-5.497537323999984,-5.9603372319999774,-1.4450351542856967,-2.081989,구의2동,457624.6836290909,97.6903860825477,346.2370897457242,0.37031618
5537,영화사로16나길,0,주거지 도로,37.5532916,127.0965768,37.5537549,127.0970355,37.55352325,127.0968062,65.49082069,6m미만,소로,광진구,2.483917236328118,2.172059998294624,"97.6903860825477 ,99.87662431049642 ,197.87976141887387 ,217.2232082159527 ,346.2370897457242",191.78141395471897,3.758460836000006,0.5832341900000225,-3.930716955999992,-5.497537323999984,-5.9603372319999774,-1.4450351542856967,-2.081989,구의2동,457624.6836290909,97.6903860825477,346.2370897457242,0.37031618
2259,용마산로28나길,0,주거지 도로,37.5679771,127.0889972,37.5676852,127.0880501,37.56783115,127.0885236,102.9203197,6m미만,소로,광진구,23.53875350952148,14.725404070442424,"80.58281175499035 ,158.9945104025211 ,180.7791370907072 ,187.94637915002576 ,231.74559856843481",168.00968739333584,3.558164864000014,0.9324419000000148,-4.926727983999979,-5.369703375999973,-5.252123487999984,-4.012863369999972,-2.511802,중곡4동,571703.5397563636,80.58281175499035,231.7455985684348,0.36942714
6730,용마산로28나길,0,주거지 도로,37.5676852,127.0880501,37.5679771,127.0889972,37.56783115,127.0885236,102.9203197,6m미만,소로,광진구,23.53875350952148,14.725404070442424,"80.58281175499035 ,158.9945104025211 ,180.7791370907072 ,187.94637915002576 ,231.74559856843481",168.00968739333584,3.558164864000014,0.9324419000000148,-4.926727983999979,-5.369703375999973,-5.252123487999984,-4.012863369999972,-2.511802,중곡4동,571703.5397563636,80.58281175499035,231.7455985684348,0.36942714
2696,자양로23길,0,주거지 도로,37.541319,127.0831733,37.5414281,127.0827975,37.54137355,127.0829854,35.28461081,6m미만,소로,광진구,2.379453659057617,3.857963570905603,"135.73691078157876 ,128.46262967417164 ,168.40587406813734 ,159.4161282047009 ,160.43170175545617",150.49064889680898,4.329953780000016,0.84983975000002,-2.711167419999981,-1.7411333439999794,-4.757194191999974,-2.0127519999999826,-1.007076,구의1동,525582.6877527273,128.46262967417164,168.40587406813734,0.362529
2693,자양로23길,0,주거지 도로,37.5414281,127.0827975,37.541319,127.0831733,37.54137355,127.0829854,35.28461081,6m미만,소로,광진구,2.379453659057617,3.857963570905603,"135.73691078157876 ,128.46262967417164 ,168.40587406813734 ,159.4161282047009 ,160.43170175545617",150.49064889680898,4.329953780000016,0.84983975000002,-2.711167419999981,-1.7411333439999794,-4.757194191999974,-2.0127519999999826,-1.007076,구의1동,525582.6877527273,128.46262967417164,168.40587406813734,0.362529
3563,뚝섬로67길,0,주거지 도로,37.5353621,127.0906545,37.5351906,127.0907255,37.53527635,127.09069,20.07128397,6m미만,소로,광진구,0.8619804382324219,2.459114299210786,"108.2664157871768 ,104.81677031116084 ,133.93522057739895 ,133.93522057739895 ,161.28680304117097",128.4480860588613,4.659450908000008,1.3209568400000176,-1.6850778159999775,-4.59312923199999,-4.294394283999997,-0.5299823714285513,-0.853696,구의3동,668180.4635927272,104.81677031116084,161.28680304117097,0.35463074
3537,뚝섬로67길,0,주거지 도로,37.5351906,127.0907255,37.5353621,127.0906545,37.53527635,127.09069,20.07128397,6m미만,소로,광진구,0.8619804382324219,2.459114299210786,"108.2664157871768 ,104.81677031116084 ,133.93522057739895 ,133.93522057739895 ,161.28680304117097",128.4480860588613,4.659450908000008,1.3209568400000176,-1.6850778159999775,-4.59312923199999,-4.294394283999997,-0.5299823714285513,-0.853696,구의3동,668180.4635927272,104.81677031116084,161.28680304117097,0.35463074
5118,용마산로33길,0,주거지 도로,37.5701655,127.08546,37.5702163,127.0850407,37.5701909,127.0852503,37.38381112,6m미만,소로,광진구,2.351612091064446,3.599428100302106,"138.88166605310556 ,118.85930347714687 ,180.92101531935901 ,181.60759683890333 ,176.5335156762578",159.3606194729545,4.132392224000023,0.9882695600000014,-4.042828011999984,-5.595976299999984,-8.613233454999971,-3.828290289999979,-2.826611,중곡3동,353811.96346909093,118.85930347714688,181.60759683890333,0.35371676
6909,용마산로8나길,0,주거지 도로,37.5605457,127.0898272,37.5606061,127.089668,37.5605759,127.0897476,15.55715308,6m미만,소로,광진구,0.773944854736321,2.848034465669364,"51.47696908402441 ,146.71747579751877 ,175.6765484654487 ,176.52084018728183 ,191.98061404093744",148.47448951504222,5.083285388000013,3.0276881600000345,-2.8560914679999883,-4.715494347999981,-4.48238538399998,-2.51747961999997,-1.076746,중곡4동,571703.5397563636,51.47696908402441,191.98061404093744,0.34834924
6893,용마산로8나길,0,주거지 도로,37.5606061,127.089668,37.5605457,127.0898272,37.5605759,127.0897476,15.55715308,6m미만,소로,광진구,0.773944854736321,2.848034465669364,"51.47696908402441 ,146.71747579751877 ,175.6765484654487 ,176.52084018728183 ,191.98061404093744",148.47448951504222,5.083285388000013,3.0276881600000345,-2.8560914679999883,-4.715494347999981,-4.48238538399998,-2.51747961999997,-1.076746,중곡4동,571703.5397563636,51.47696908402441,191.98061404093744,0.34834924
